 first_name,last_name,pitcher_id,avg_speed,pitch_type_name,pitcher_break_z,pitcher_break_x
 Brett,Martin,656685,93.1,Sinker,20.7,15.4
 J.P.,Feyereisen,656420,86.3,Slider,35.2,5.6
 Max,Scherzer,453286,76.9,Curveball,54.3,13.4
 Logan,Allen,663531,81.7,Slider,41.7,13
 Eric,Lauer,641778,78.8,Curveball,50.4,5.2
 Spencer,Turnbull,605513,93.9,4-Seamer,18.4,2.8
 Luis,Garcia,677651,83.4,Changeup,29.6,16.1
 Chase,Anderson,502624,91.5,4-Seamer,15,6.1
 Matt,Manning,666159,93.7,Sinker,16.2,9.9
 Josh,Rogers,642028,90.5,4-Seamer,17.9,11.5
 Carlos,Rodon,607074,85.2,Changeup,26.2,13.5
 Aaron,Loup,571901,84.7,Cutter,36.9,1.1
 David,Peterson,656849,82.1,Slider,40.8,5.3
 Diego,Castillo,650895,94.6,Sinker,26.2,18.2
 Trevor,May,543507,84,Slider,42.7,5
 Zack,Britton,502154,92.6,Sinker,27.6,14.2
 Brad,Brach,542960,93.5,4-Seamer,16.8,8.9
 Joe,Mantiply,573009,91.1,Sinker,28.2,18.5
 Jose,Cisnero,542585,96.4,Sinker,19.4,16.6
 Phil,Bickford,641360,84,Slider,37.6,6.2
 Clayton,Kershaw,477132,74.2,Curveball,65.3,4.8
 Phillips,Valdez,570488,92.7,Sinker,26.6,18.2
 Joe,Ross,605452,93.6,4-Seamer,16.7,5.6
 Carlos,Martinez,593372,90.6,Cutter,23.9,1.4
 Bailey,Ober,641927,81.5,Slider,39.8,8.6
 Jordan,Holloway,656548,85.4,Slider,38.4,4.6
 Tyler,Chatwood,543022,95.5,Sinker,18.8,14.4
 Austin,Voth,608723,78.6,Curveball,55.4,14.6
 Stefan,Crichton,592233,90.9,Sinker,25.3,16.8
 Hyeon-Jong,Yang,660365,89.9,4-Seamer,16.1,1.6
 Joe,Ryan,657746,91.2,4-Seamer,18.3,10.9
 Tyler,Gilbert,656457,86.3,Cutter,26,1.9
 Mitch,Keller,656605,78.5,Curveball,59.3,9.5
 Vince,Velasquez,592826,89,Changeup,26.9,12.4
 Miguel,Castro,612434,92.1,Changeup,30.3,19
 Sam,Selman,572125,90.9,4-Seamer,17.7,4.5
 Patrick,Sandoval,663776,93.3,Sinker,18.3,12.1
 Yusei,Kikuchi,579328,86.2,Changeup,31.2,10.6
 Jake,Arrieta,453562,80.4,Curveball,52.9,12.1
 Anthony,DeSclafani,543101,88.2,Changeup,30.1,15.7
 Jose,Alvarez,501625,81.2,Changeup,37.2,14.4
 Cody,Poteet,547001,93.6,4-Seamer,15.2,7.3
 Carlos,Hernandez,672578,81.7,Curveball,50.4,5.9
 Aroldis,Chapman,547973,85.1,Slider,35.7,12.7
 Matt,Harvey,518774,85.3,Changeup,26.4,14.5
 Chris,Martin,455119,94.8,4-Seamer,16.1,7.6
 Lucas,Sims,608371,85.2,Slider,37.9,7.5
 Sal,Romano,607219,93.6,Sinker,23.8,16.2
 Andrew,Chafin,605177,91.8,4-Seamer,16.4,8.4
 Shaun,Anderson,641312,86.8,Slider,34.9,6.9
 Jordan,Lyles,543475,91.6,Sinker,20.3,13.4
 Camilo,Doval,666808,86.5,Slider,38.3,6.8
 Kyle,Crick,605195,78.8,Slider,45.3,21.5
 Aaron,Civale,650644,85.6,Splitter,31,9.8
 Brandon,Workman,519443,78.4,Curveball,60.4,5.9
 Jacob,Webb,657097,83.6,Changeup,31.1,16.8
 Keegan,Thompson,624522,89.7,Cutter,28.2,4.9
 Zac,Gallen,668678,79.7,Curveball,55.1,8.3
 Matt,Shoemaker,533167,82.2,Slider,38.9,4
 Kyle,Gibson,502043,79.4,Curveball,51.8,7.2
 Adrian,Houser,605288,87.7,Changeup,28.2,16
 Jake,Woodford,663765,82.2,Slider,42.8,11.7
 Dylan,Bundy,605164,90.7,Sinker,16.9,12.3
 Ross,Stripling,548389,78,Curveball,57.3,6.4
 Kyle,Funkhouser,608335,95.8,4-Seamer,14.7,7.3
 Ross,Stripling,548389,83.1,Changeup,28.8,10.2
 Alex,Cobb,502171,83,Curveball,49.9,4.8
 Jake,Woodford,663765,92.1,4-Seamer,17.7,4.7
 Dylan,Floro,571670,86.4,Changeup,34.1,16.7
 Matt,Shoemaker,533167,91.6,4-Seamer,16,8.9
 Lucas,Gilbreath,656458,81.8,Slider,42.6,7.2
 Wil,Crowe,640444,92.9,Sinker,19.1,11.7
 Joe,Smith,501925,85.7,Sinker,45.6,15.8
 Josh,Hader,623352,83.5,Slider,37.4,4
 Bryan,Abreu,650556,88.9,Slider,36.8,3.8
 Max,Scherzer,453286,90.2,Cutter,24.6,1
 Ashton,Goudeau,623485,92.7,4-Seamer,15.5,6.5
 Tony,Gonsolin,664062,86.8,Slider,32.5,4.7
 Johan,Oviedo,670912,85.7,Slider,35.4,6
 Garrett,Crochet,676979,85.2,Slider,37,11.9
 Charlie,Morton,450203,87.5,Cutter,31.8,2.5
 Louis,Head,545343,82.3,Slider,43.2,12.6
 Raisel,Iglesias,628452,89.4,Changeup,30.5,17.2
 Jarlin,Garcia,606424,82.5,Slider,39.8,6
 Jacob,Webb,657097,94.1,4-Seamer,14.6,12.2
 Randy,Dobnak,677976,84.2,Slider,39.4,1.9
 Ryne,Stanek,592773,88,Splitter,29.9,10.9
 Jay,Jackson,543351,84.9,Slider,37.1,7
 Framber,Valdez,664285,87.5,Changeup,34.4,13
 Alex,Lange,656638,84.6,Slider,45.6,2.5
 Brooks,Raley,548384,81.8,Slider,37.4,16.6
 Yusmeiro,Petit,433589,84.5,Cutter,21.1,1.1
 Chase,Anderson,502624,81.9,Changeup,26.6,16.6
 Andrew,Chafin,605177,82.5,Slider,42.1,1.1
 Freddy,Peralta,642547,76.8,Curveball,51.9,8.4
 Corbin,Burnes,669203,90.7,Changeup,25.9,13.9
 Jharel,Cotton,605194,93.2,4-Seamer,11.3,7.1
 Sammy,Long,669674,74.9,Curveball,63,0.2
 Justin,Garza,621057,94.8,Sinker,14,7.7
 Jakob,Junis,596001,82.8,Slider,40,12.4
 Dane,Dunning,641540,84.5,Changeup,32.1,17.4
 Rowan,Wick,592858,94.5,4-Seamer,13.5,1.9
 JD,Hammer,670456,94,4-Seamer,14.6,11.4
 Patrick,Sandoval,663776,85.4,Slider,37,7.1
 Blake,Parker,453284,79.3,Splitter,40.5,7.6
 Daniel,Hudson,543339,88.2,Slider,30.5,2.3
 Brad,Wieck,623364,92.6,4-Seamer,13.1,4.1
 Victor,Gonzalez,624647,85.2,Slider,37,2.3
 Shohei,Ohtani,660271,86.9,Cutter,32.2,3.6
 Brad,Boxberger,502202,88,Slider,28.5,6.3
 Robert,Gsellman,607229,93.9,Sinker,24.3,17.6
 Austin,Davis,656354,93.6,4-Seamer,16.7,9.1
 Dillon,Tate,622253,85.8,Slider,34,2.8
 Humberto,Castellanos,528748,90.4,Sinker,30.1,15.8
 Scott,Barlow,605130,79.3,Curveball,54.3,14.1
 Jarlin,Garcia,606424,85.2,Changeup,28.6,17.3
 Erick,Fedde,607200,87.7,Changeup,34,14.6
 Alec,Mills,621219,76.6,Slider,50.5,16.6
 Tyler,Alexander,641302,90.5,4-Seamer,17,7.1
 Codi,Heuer,676051,87.3,Slider,30.2,2.7
 Drew,Smyly,592767,87.6,Cutter,24.4,3.5
 Josiah,Gray,680686,85.6,Slider,31.9,1.3
 Joel,Payamps,606303,81.6,Slider,42.2,9.4
 Wade,Davis,451584,88.6,Cutter,28.1,5
 Luke,Farrell,608652,81.7,Slider,42.9,2.8
 Tim,Mayza,641835,88,Slider,31.5,0.2
 Chris,Bassitt,605135,85.3,Changeup,29.9,18
 Zach,Plesac,668676,80.2,Curveball,48.7,1.7
 Joe,Kelly,523260,97.7,Sinker,18.6,15.8
 Brandon,Woodruff,605540,86.4,Slider,39.2,3.8
 Vince,Velasquez,592826,85,Slider,34.6,6.9
 Tyler,Wells,669330,88.6,Slider,27.5,4.5
 Chris,Bassitt,605135,76.9,Slider,46,15.5
 Matt,Moore,519043,82.5,Changeup,33,16.7
 Miguel,Sanchez,667376,89.1,Changeup,31.9,10.8
 Josh,Staumont,622251,96.7,Sinker,13.2,9.4
 Martin,Perez,527048,93.4,4-Seamer,15.8,11.1
 John,Gant,607231,92,4-Seamer,16.5,11.9
 David,Price,456034,88.9,Cutter,26,0.6
 Ryan,Burr,621114,86.7,Cutter,37.3,4.8
 Corbin,Burnes,669203,88,Slider,35.3,7.6
 Kyle,Muller,666205,86.6,Slider,32.5,0.7
 Spencer,Patton,607359,83.7,Slider,40.8,12.1
 Ryan,Hendrix,641682,96.4,4-Seamer,14.6,7.4
 Adam,Ottavino,493603,95.5,4-Seamer,15.7,5.2
 Casey,Sadler,594987,88.2,Cutter,29.6,3.7
 Joey,Lucchesi,664192,78.7,Curveball,45.5,2.9
 Eric,Lauer,641778,87.4,Slider,29.2,1.5
 Corbin,Burnes,669203,96.9,Sinker,17.1,11.9
 Jeurys,Familia,544727,89.2,Slider,29.9,0.7
 Garrett,Whitlock,676477,83.1,Changeup,36.3,16.9
 Nick,Wittgren,621295,85.7,Changeup,35.2,12.5
 Tanner,Rainey,663432,87.7,Slider,34.8,3.6
 Cam,Bedrosian,592135,92.9,4-Seamer,13,4
 Liam,Hendriks,521230,89,Slider,31.2,1.9
 Kyle,Finnegan,640448,87.5,Slider,28.5,4.1
 Ryan,Pressly,519151,82,Curveball,54.6,14.4
 Yohan,Ramirez,670990,95.4,4-Seamer,18,12.8
 Walker,Buehler,621111,95.3,Sinker,16.6,13.3
 Luis,Garcia,677651,75.9,Curveball,59.2,5.9
 Anthony,Castro,621593,95.2,4-Seamer,17.5,3.2
 J.C.,Mejia,650496,82.7,Slider,36.5,9.4
 Carlos,Hernandez,672578,85.3,Slider,36.3,3.7
 Domingo,German,593334,93.7,Sinker,23.6,17.2
 Sean,Reid-Foley,656887,93.7,4-Seamer,13.8,5
 Blake,Snell,605483,88.3,Changeup,24.3,12.3
 Chris,Ellis,595939,93.8,4-Seamer,13.9,10.7
 Corey,Knebel,608349,96.3,4-Seamer,12.8,5.6
 Aaron,Slegers,642083,91.6,Sinker,26.7,14.9
 Chris,Sale,519242,78,Slider,49.6,11
 Hector,Neris,593576,94.8,Sinker,20.1,16.5
 A.J.,Alexy,669935,93.3,4-Seamer,12.3,4.2
 Aaron,Civale,650644,83.4,Slider,40.8,8.7
 Josh,Tomlin,458708,76.4,Curveball,53.3,4.2
 Dominic,Leone,608678,83.7,Slider,42.7,5.7
 Genesis,Cabrera,650893,97.7,Sinker,13.8,12.9
 Angel,Perdomo,622780,94.3,4-Seamer,13.4,4.9
 Chris,Paddack,663978,78.7,Curveball,61.6,6.5
 Yu,Darvish,506433,94,Sinker,18.2,13.5
 Eric,Yardley,642233,87,Sinker,43.3,16.7
 Trent,Thornton,663423,80.2,Curveball,56.8,9.1
 Sean,Nolin,543594,90.7,4-Seamer,16.7,8.3
 Kodi,Whitley,676831,93.7,4-Seamer,11.7,5.9
 Rafael,Montero,606160,95.1,Sinker,21.8,15.7
 Kolby,Allard,663465,75.9,Curveball,56.6,4.5
 Yu,Darvish,506433,75.1,Curveball,63.6,9.4
 Joe,Smith,501925,77.4,Slider,35.5,14.8
 Anthony,Banda,607455,86.2,Changeup,30.6,15
 Bryse,Wilson,669060,92.7,Sinker,22.3,15
 Alex,Young,622065,89.6,Sinker,27.6,13.5
 Jeffrey,Springs,605488,82.9,Slider,42.5,3.8
 Genesis,Cabrera,650893,80.9,Curveball,54.1,7
 Bryse,Wilson,669060,86.8,Changeup,30.5,13.3
 Brett,de Geus,676969,88.4,Cutter,29,1.2
 Wil,Crowe,640444,80.4,Curveball,55.3,4.9
 Phil,Maton,664208,82.1,Slider,45.5,15.4
 Freddy,Peralta,642547,88.1,Changeup,31,14.6
 Griffin,Canning,656288,89.1,Changeup,26.4,17.9
 Brett,Martin,656685,87.6,Slider,29.5,2
 Pablo,Lopez,641154,91.6,Cutter,23.5,2.1
 Nick,Sandlin,680704,94.5,Sinker,27.1,16.5
 Jose,Urena,570632,89.7,Changeup,24.7,13.4
 Vladimir,Gutierrez,661269,81.4,Changeup,32,12.8
 Albert,Abreu,656061,87.3,Slider,32.5,2.8
 Daniel,Norris,596057,84.8,Slider,40,4.3
 Touki,Toussaint,657053,76.2,Curveball,59.6,10.6
 Keegan,Thompson,624522,82.5,Curveball,52.8,8
 Danny,Coulombe,543056,84.5,Slider,33.2,3.3
 Wade,LeBlanc,453281,85,Cutter,27.2,0.1
 Brett,Martin,656685,93.6,4-Seamer,16.1,5.8
 Shawn,Armstrong,542888,89.3,Cutter,29.8,7.4
 Jonathan,Loaisiga,642528,86.7,Curveball,34.5,11.9
 Jordan,Holloway,656548,95.4,4-Seamer,12.8,2.7
 David,Bednar,670280,77.5,Curveball,58,9.2
 Andrew,Wantz,681806,93.2,4-Seamer,14.6,4.4
 Sam,Selman,572125,79.8,Slider,40.3,11.7
 Carlos,Carrasco,471911,87.3,Changeup,35,7.6
 Dylan,Cease,656302,78.1,Changeup,29.2,7.3
 Glenn,Otto,657248,92.6,4-Seamer,16.1,6.5
 Corbin,Martin,656686,94.1,4-Seamer,14.3,6.4
 Jesse,Chavez,445926,89.1,Cutter,21.7,1.3
 Eduardo,Rodriguez,593958,82.1,Slider,44.4,3
 Archie,Bradley,605151,93.9,Sinker,17.6,13.8
 Taylor,Clarke,664199,87.6,Slider,31.5,2.1
 Jose,De Leon,592254,93,Sinker,15.5,10.5
 Jakob,Junis,596001,90.8,4-Seamer,19.1,5.8
 Hoby,Milner,571948,89.1,Sinker,27.7,15.2
 Jacob,Barnes,606930,88.6,Cutter,28,5.5
 Noe,Ramirez,598287,89.1,4-Seamer,22.5,8.6
 Codi,Heuer,676051,87.2,Changeup,27.2,15.9
 Jose,Quintana,500779,91.6,Sinker,17.3,12.4
 Kevin,Ginkel,656464,83.8,Slider,40.8,4.2
 Jordan,Lyles,543475,86.4,Changeup,27.5,13.7
 Matt,Manning,666159,85.4,Slider,35.2,6
 Ryne,Stanek,592773,87.1,Slider,36.8,2.2
 Logan,Webb,657277,93.2,4-Seamer,20.4,8.5
 Tony,Gonsolin,664062,83.3,Splitter,34.6,11.7
 David,Hale,571735,92.8,4-Seamer,18.5,9.3
 Michael,Feliz,593140,93.8,4-Seamer,12.3,3.4
 Junior,Guerra,448855,92.2,4-Seamer,13.4,4.5
 Justin,Wilson,458677,89.5,Cutter,22.3,3.6
 Tyler,Chatwood,543022,88.9,Cutter,33.7,4.8
 Tony,Watson,453265,92.5,4-Seamer,21.8,14.3
 Sean,Poppen,664092,94.3,Sinker,23.2,14.1
 Max,Kranick,668820,87.9,Slider,27.8,4.4
 Mitch,White,669952,82,Curveball,54.8,4.8
 Ryan,Borucki,621366,95.2,Sinker,19.3,17.5
 David,Hess,605276,94,4-Seamer,14.4,5
 Seth,Lugo,607625,94.2,4-Seamer,13.7,7.6
 Albert,Abreu,656061,98,Sinker,15.4,15.3
 Chasen,Shreve,592741,81.4,Slider,46.1,4.7
 Taylor,Widener,642203,83.9,Slider,39.6,4.4
 Edgar,Santana,650828,86.6,Slider,36.3,1.4
 Jefry,Rodriguez,622446,94.7,4-Seamer,13.4,7
 Anthony,Castro,621593,84.1,Slider,39.8,12.6
 Justin,Lawrence,664875,97.4,Sinker,26.1,16.6
 Dietrich,Enns,608650,94.2,4-Seamer,13.5,5.4
 Pablo,Lopez,641154,93.7,Sinker,24.5,15.9
 David,Price,456034,92.9,4-Seamer,18.7,8.9
 Kwang Hyun,Kim,547942,80.4,Changeup,29.3,11.2
 Paul,Campbell,669294,92.7,4-Seamer,14.3,5.2
 Lucas,Sims,608371,82.9,Curveball,42.6,10.6
 Jeffrey,Springs,605488,84,Changeup,27.8,12.6
 Jhoulys,Chacin,468504,88.2,Slider,28.9,3.7
 Luis,Gil,661563,85.2,Slider,35.4,8.1
 Tony,Watson,453265,83.1,Slider,38.1,3.5
 Adam,Morgan,605388,82.6,Slider,37.2,7
 Seth,Lugo,607625,79.2,Curveball,61.7,12.1
 Brad,Brach,542960,86.1,Changeup,36.5,15.6
 Michael,Fulmer,605242,95.5,4-Seamer,13.7,2.2
 German,Marquez,608566,94,Sinker,21.5,12.6
 Brad,Boxberger,502202,82.5,Changeup,35.3,12.2
 Dylan,Bundy,605164,74,Curveball,63.9,9.2
 Cory,Abbott,676265,92.6,4-Seamer,14.9,9.6
 Eric,Lauer,641778,86.6,Changeup,28.4,14.1
 Dean,Kremer,665152,87.2,Cutter,27.1,4
 Blake,Taylor,642130,82.6,Slider,41.2,7.3
 Lou,Trivino,642152,93,Cutter,21.9,3.1
 Aaron,Ashby,676879,83.7,Slider,42.5,9.8
 Bruce,Zimmermann,669145,86.1,Slider,33.9,1.2
 Daniel,Lynch,663738,84.7,Changeup,26,12.8
 Sean,Guenther,674944,93,4-Seamer,15.7,5.9
 Steven,Matz,571927,88.9,Slider,28.9,0.9
 Joe,Barlow,669618,94.5,4-Seamer,11.4,5.2
 Anthony,DeSclafani,543101,82.9,Curveball,46,6.3
 Taylor,Hearn,621368,86.8,Changeup,28.8,11.2
 Steve,Cishek,518553,89.7,4-Seamer,23,10.3
 Braxton,Garrett,666129,90.3,4-Seamer,15.4,4.7
 Jon,Gray,592351,87.6,Changeup,28,11.7
 JT,Brubaker,664141,79.5,Curveball,51.9,6.4
 Dylan,Bundy,605164,83.2,Changeup,31.2,12.3
 Alec,Mills,621219,65.8,Curveball,74.3,12.5
 Zach,Thompson,605507,77.2,Curveball,55.9,3.8
 Kohei,Arihara,685503,91.2,4-Seamer,17.1,9.9
 Jon,Lester,452657,72.6,Curveball,57.8,10.3
 Dillon,Maples,596027,87.5,Slider,36.3,14.5
 Art,Warren,605521,86,Slider,37.8,6.1
 Genesis,Cabrera,650893,89.7,Changeup,22.4,12.2
 Zach,Eflin,621107,93.1,4-Seamer,17.6,10.2
 Wes,Benjamin,605138,91.3,4-Seamer,13.4,8.3
 Jonathan,Loaisiga,642528,90,Changeup,22.6,15.9
 Aaron,Civale,650644,91.8,Sinker,19.5,12.7
 Tayler,Saucedo,642048,93.7,Sinker,26.3,14.6
 Steven,Brault,643230,90.7,4-Seamer,20.8,11.2
 Dominic,Leone,608678,90.1,Cutter,28,3.9
 Luis,Cessa,570666,93.8,4-Seamer,15.9,6.4
 Yohan,Ramirez,670990,82.5,Slider,33.3,14.3
 Alex,Claudio,592222,85.4,Sinker,41.3,16.8
 Trevor,Cahill,502239,89.7,Sinker,25.9,17.2
 Sam,Clay,621348,84.4,Slider,42.9,11.2
 Junior,Guerra,448855,80.8,Curveball,50.9,5
 Adam,Wainwright,425794,82.7,Changeup,32.1,13.9
 Taylor,Widener,642203,85.6,Changeup,28.7,15.5
 Ryan,Thompson,657044,90.3,Sinker,40.2,17
 Carlos,Estevez,608032,88.7,Changeup,29,11.7
 J.P.,Feyereisen,656420,87.6,Changeup,33.1,14.9
 Garrett,Cleavinger,664076,95.8,4-Seamer,16.1,7.3
 Zach,Davies,605200,86.6,Cutter,23.6,4.8
 Brett,Martin,656685,82.4,Curveball,45.2,0.3
 Griffin,Jax,643377,85.6,Changeup,29.5,14.2
 Junior,Guerra,448855,84.1,Splitter,32.8,10.3
 Justin,Steele,657006,93,Sinker,20.1,11.8
 Bryan,Garcia,650530,86.7,Slider,32.3,4.4
 Drew,Smith,622098,87.9,Cutter,30.9,6.7
 Trent,Thornton,663423,89.9,Cutter,24.1,2.7
 Matt,Moore,519043,80.7,Curveball,49.8,5.9
 Scott,Alexander,518397,92.2,Sinker,27.2,14.1
 John,Means,607644,86.3,Slider,27.5,3.5
 Bailey,Ober,641927,84.7,Changeup,29.5,15.8
 Jackson,Kowar,663804,86.2,Changeup,33.9,16.4
 Dallas,Keuchel,572971,77.8,Slider,44.5,6.8
 Jake,Cousins,664776,95.5,Sinker,19.4,15.3
 Buck,Farmer,571656,82.5,Slider,39.1,2
 Charlie,Barnes,656212,79.3,Changeup,40.6,16.8
 Andre,Scrubb,668687,93.9,Cutter,15.7,4
 Travis,Lakins Sr.,664042,91.3,Cutter,23.5,3.8
 David,Bednar,670280,89.6,Splitter,29.2,3.1
 Alex,Young,622065,86,Cutter,27.5,0.7
 Yusmeiro,Petit,433589,80.8,Changeup,26.9,11.4
 Chase,Anderson,502624,86.6,Cutter,28.2,3.9
 Aaron,Slegers,642083,86,Slider,33.4,2.2
 Wade,LeBlanc,453281,87.6,Sinker,25,15
 Garrett,Whitlock,676477,83.7,Slider,38.4,4.4
 Spencer,Turnbull,605513,85.3,Slider,38,7.6
 Luke,Farrell,608652,91.3,4-Seamer,14.2,3.6
 Noe,Ramirez,598287,76.7,Curveball,46.1,13
 Nate,Pearson,663878,97.8,4-Seamer,11.1,7.7
 Josh,Rogers,642028,82,Slider,38.7,2.3
 Lucas,Luetge,476595,74.5,Curveball,65.4,12.4
 Robbie,Ray,592662,82.5,Curveball,40.3,1.3
 Miles,Mikolas,571945,93.2,4-Seamer,17.9,4.1
 Brett,Anderson,474463,76,Curveball,60,6
 Joe,Mantiply,573009,80.8,Curveball,45.1,7.6
 Taijuan,Walker,592836,76.4,Curveball,59.7,7.8
 Chris,Stratton,608717,85.7,Slider,35.4,8.3
 Thomas,Eshelman,664045,86.6,Sinker,25.6,11
 Trevor,Williams,592866,89.2,Sinker,28.7,13
 Dillon,Maples,596027,95.1,4-Seamer,20.1,4.2
 Edward,Cabrera,665795,96.6,4-Seamer,13.8,10.4
 Joe,Barlow,669618,85.9,Slider,28.8,2.8
 Buck,Farmer,571656,87.7,Changeup,32.1,14.9
 Jake,Odorizzi,543606,86.8,Cutter,25.5,2.9
 Tommy,Nance,667297,95.4,Sinker,22.3,15.5
 Dennis,Santana,642701,87.5,Changeup,27.6,17.3
 Nick,Neidert,663734,84.5,Slider,32,2.3
 Steven,Okert,595345,92.2,4-Seamer,18.1,9.8
 Ashton,Goudeau,623485,76.6,Curveball,59,9.8
 Drew,Steckenrider,608716,80.4,Curveball,48.1,0.6
 Brad,Hand,543272,93,Sinker,22.9,17.5
 Humberto,Castellanos,528748,76.2,Curveball,52.5,9.7
 Corey,Kluber,446372,84.7,Changeup,33.5,13.6
 Danny,Duffy,518633,83.4,Slider,42.6,6.4
 Jesse,Chavez,445926,91.2,Sinker,24.5,16.2
 Camilo,Doval,666808,98.6,4-Seamer,15.1,4.4
 Ryan,Thompson,657044,78.2,Slider,34.5,13.9
 Tanner,Houck,656557,93.1,Sinker,32.4,14.7
 Chase,De Jong,608328,77.8,Curveball,57.4,8
 Tyler,Glasnow,607192,83.5,Curveball,57.3,4.6
 Casey,Sadler,594987,79.6,Curveball,53.4,12.1
 David,Peterson,656849,83.9,Changeup,30.9,17.6
 Nick,Margevicius,676606,89.6,4-Seamer,14.9,5.4
 Josh,Tomlin,458708,88.9,4-Seamer,16.3,5.9
 Riley,Smith,642092,86.5,Changeup,29.3,16.9
 Miles,Mikolas,571945,87.4,Slider,32.3,3.8
 Zach,Davies,605200,74.3,Curveball,59.5,9.4
 Michael,Rucker,621074,95.1,4-Seamer,14.7,8.2
 Seth,Lugo,607625,93.3,Sinker,19.8,16.1
 Matt,Manning,666159,87.5,Changeup,25.7,11.7
 Jose,Quintana,500779,86.7,Changeup,28.2,10.9
 Brandon,Workman,519443,91.1,4-Seamer,15.3,4
 Jaime,Barria,642545,92.7,Sinker,16,11.4
 Aaron,Ashby,676879,96.5,Sinker,22.2,13.4
 Tejay,Antone,622088,79.3,Curveball,54.8,18.4
 Jimmy,Nelson,519076,85.1,Curveball,52.1,10.8
 Aaron,Sanchez,592717,74.2,Curveball,61.4,14.1
 Caleb,Thielbar,573204,71.8,Curveball,70.1,9.8
 Trevor,Bauer,545333,79.6,Curveball,63.3,9.3
 Kevin,Gausman,592332,83.8,Changeup,27.3,11
 Nick,Nelson,656793,96.4,4-Seamer,11.9,7.8
 Zac,Gallen,668678,86.1,Slider,36.9,7.7
 Erasmo,Ramirez,541640,88.9,Cutter,23.3,2.5
 Tejay,Antone,622088,83.6,Slider,40.5,11.9
 Miguel,Sanchez,667376,94.2,4-Seamer,16.4,6.1
 Humberto,Mejia,650668,92,4-Seamer,15,8.3
 Aaron,Sanchez,592717,89.8,Sinker,24.3,16.2
 Carlos,Carrasco,471911,87.7,Slider,29.7,1.2
 Madison,Bumgarner,518516,83.8,Changeup,32,12.8
 Connor,Brogdon,641401,88.6,Cutter,22,0.8
 J.B.,Wendelken,605525,83.5,Slider,41.4,7.7
 Jack,Flaherty,656427,76.2,Curveball,60.1,12.1
 Drew,Hutchison,571800,92.5,4-Seamer,16.3,4.1
 Wade,LeBlanc,453281,79.5,Changeup,36.1,14
 Chase,De Jong,608328,85.1,Slider,37.6,3.7
 Carson,Fulmer,608334,93.2,4-Seamer,15.4,7.2
 Carlos,Martinez,593372,91.3,Sinker,29.9,16.1
 Zach,Eflin,621107,77.6,Curveball,51.3,10.5
 Nabil,Crismatt,622503,90.1,4-Seamer,20.3,6.7
 Kevin,Gausman,592332,81.9,Slider,39.7,2
 Junior,Fernandez,658551,97.7,Sinker,14.6,11.5
 Austin,Davis,656354,81.8,Slider,40.8,8
 Matt,Shoemaker,533167,91.7,Sinker,21.8,15.6
 Wandy,Peralta,593974,94.9,Sinker,20.7,16.8
 Zac,Gallen,668678,90.3,Cutter,22.8,3.2
 Paul,Blackburn,621112,87,Cutter,31,5.6
 Zach,Eflin,621107,85.3,Changeup,30.7,14.5
 Josh,Sborz,622250,83.3,Curveball,51.8,8
 Chris,Stratton,608717,86.6,Changeup,30.6,13.6
 Jerad,Eickhoff,595191,90,4-Seamer,18,11.5
 Drew,Anderson,623454,92.5,4-Seamer,13.8,6.4
 Travis,Lakins Sr.,664042,93.4,4-Seamer,15.6,4.7
 Shelby,Miller,571946,93.5,4-Seamer,12.7,7.7
 Jimmy,Nelson,519076,93.8,4-Seamer,13.7,2.7
 Tyler,Alexander,641302,82.2,Slider,39.4,5.3
 Touki,Toussaint,657053,87.2,Splitter,34.2,7.1
 Alek,Manoah,666201,86.8,Changeup,29.3,13.1
 Carlos,Martinez,593372,84.8,Changeup,39.8,14.7
 Brett,de Geus,676969,82.3,Curveball,52.3,9.3
 Tarik,Skubal,669373,73.8,Curveball,63.9,7.9
 Noe,Ramirez,598287,84.1,Changeup,41.2,13.5
 Alex,Young,622065,82.3,Curveball,41.6,0.8
 Hansel,Robles,570663,90.2,Slider,28.4,0.2
 Alex,Young,622065,85.3,Changeup,34.4,13.3
 Adrian,Houser,605288,84,Slider,35.6,5.8
 Yimi,Garcia,554340,83.6,Curveball,42.2,10.7
 Jimmy,Nelson,519076,86.5,Slider,38.2,13.6
 Sean,Newcomb,656794,87.5,Cutter,35.4,4.2
 Jose,Alvarado,621237,94.1,Cutter,25.7,1.3
 Trevor,May,543507,87,Changeup,22,10.5
 Tejay,Antone,622088,96.8,Sinker,13.7,11.5
 Derek,Law,571882,86.7,Slider,35.7,3.7
 Spencer,Turnbull,605513,94.9,Sinker,23.4,17.1
 Enoli,Paredes,660600,95.3,4-Seamer,15.1,0.5
 Jandel,Gustave,594311,96.7,Sinker,21,15.7
 Daniel,Bard,453268,97.3,Sinker,23.4,14.6
 Corey,Knebel,608349,79.9,Curveball,59.2,11.9
 Brent,Suter,608718,78.6,Curveball,46.8,6.7
 Rafael,Montero,606160,85.7,Slider,34.2,7.2
 T.J.,Zeuch,643615,93.5,Sinker,22.7,16.9
 Jeff,Hoffman,656546,85.9,Changeup,29.6,13.6
 Dillon,Tate,622253,85.4,Changeup,32.1,16.6
 Jharel,Cotton,605194,80,Changeup,34.5,13.1
 James,Kaprielian,621076,78,Curveball,51.2,6.8
 Matt,Foster,641582,84.3,Changeup,25.6,10.1
 Logan,Gilbert,669302,79.8,Changeup,37.8,14.2
